Nombre;ROA2024
BERRLY DATA TOOLS S.L.;5,98
HOSTELCO CONSULTORES, SOCIEDAD LIMITADA.;13,72
PLAIN GLOBAL SOLUTIONS SOCIEDAD LIMITADA.;-0,17
INVERSIONES DE ACUICULTURA SL.;-180,63
SYNERON SOLUTIONS SL.;-446,51
REDWORKS SOLUTIONS SL.;5,16
ARTERO SISTEMAS SOCIEDAD LIMITADA.;4
ISO FACIL S.L.;10,68
KNIT TECHNOLOGY, S.L.;63,88
KORE LOGIC SOCIEDAD LIMITADA.;13,37
RENDER MOTION SOCIEDAD LIMITADA.;-3,72
ELECTRICAS INTELMAS SL.;8,42
LESTERIUS BARCELONA S.L.;19,78
REN FIBRA SL.;4,18
INTEGRATED SYSTEMS EVENTS IBERIA S.L.;22,83
XXL-SOFTWARE REMARKETING & CONSULTING SL.;61,12
VERTEX CREATIUS SOCIEDAD LIMITADA.;2,34
INNOVACION Y DESARROLLO DOCENTE S.L.;13,79
SOLUCIONES MAESTRAT S.L.;-42,49
MAART CREATIVIDAD DIGITAL SL.;14,57
SEÑOR JINGLES SL.;-6,01
EXIBART SPAIN S.L.;3,13
NEWS 360 SL.;53,05
PRONOSTICOS TOP GAYA SL.;25,78
GRUPO LEAL GESTION DE CARTERA SL.;0,02
NG GROUP EUROPA SL.;26,81
SERDANEL ISLA ELECTRICA SL.;31,79
GLOBAL TELECOM IBERIA SL.;33,82
PLAY AUTOMOTIVE S.L.;4,9
ALWAYS ON CONVERSATIONAL SL.;0,6
JOSCALTEL SOCIEDAD LIMITADA.;-5,73
PETER LEAD S.L.;25,3
OTAGAINI SL.;42,19
PHIOS VALENCIA SOCIEDAD LIMITADA.;30,19
AINDEEP TECHNOLOGY SOLUTIONS SOCIEDAD LIMITADA.;7,39
PROCEDIMIENTOS INDUSTRIALES ECOLOGICOS SOCIEDAD LIMITADA.;7,15
LIDR LEADERSHIP IN TECH S.L.;44,32
UAVOS EU SOCIEDAD LIMITADA.;22,64
DAVINCI GROUP IT SL.;7,39
AULA FUTURO E INNOVACION EDUCATIVA SL.;10,67
CONSTRUCCIONES Y REDES OPTICAS EXPRES S.L.;-29,6
FIBRA TELECOM RJ SOCIEDAD LIMITADA.;-107,07
WEGAW IBERIA SL.;30,47
MYL IDEAS HOMES SL.;22,67
FREINET INFANTIL SL.;40
OKTICS ATZ S.L.;3,91
SEEKERS BY AURIGA SL.;17,39
INTEGRALIA SISTEMAS SL.;19,87
GLOBAL ALQUEMY SOCIEDAD LIMITADA.;-19,09
ASTURIANA DE PROYECTOS DE ENERGIA Y CENTROS DE DATOS SL.;10,33
SOLUCIONES, ELECTROMECANICA AVANZADA SL.;16,45
WATTSON SMART CHARGING SL.;-55,06
INTELLIGENT ROUTING SOCIEDAD LIMITADA.;7,41
FINDER DATA MEDIA SL.;7,86
VIRTUS GESTION DE INFRAESTRUCTURAS DE TI SOCIEDAD LIMITADA.;12,14
LA PRIMERA OPCION NETWORK SL.;11,08
GARBER WEB SOLUTIONS SL.;12,5
ENTHEC SOLUTIONS SL.;-31,8
FLEXIBLE INTEGRATED CIRCUITS S.L.;15,61
EL TELEVISERO SL.;14,33
BINILO ELECTRONICA SOCIEDAD LIMITADA.;11,33
TVF TVFARMA SERVICES SPAIN SL.;14,58
XD TELECOM MARGAL SOCIEDAD LIMITADA.;0,6
PINDIA SOFTWARE S.L.;16,21
ARACOM CLOUD SERVICES SL.;27,35
BEYOND THE SCOPE S.L.;-24,17
MAGIC BEANS SPAIN S.L.;-133,38
SOLUCIONS MECANICAS GALEGAS SOCIEDAD LIMITADA.;14,54
TURIABYTE SERVICIOS TECNOLOGICOS SOCIEDAD LIMITADA.;26,23
INTELIGENCIA ARTIFICIAL Y HPC SL.;6,98
EDICIONES MURCIA PLAZA SOCIEDAD LIMITADA.;-23,08
AMRP DIGITAL MARKETING SOLUTIONS SL.;10,9
INNITIA STUDIO SL.;5,17
MANADI EXIM SOCIEDAD LIMITADA.;8,11
TRANSLINGUO CREATIVE GROUP SL.;23,95
BTG SPAIN SL.;30,18
TECHTIVA CONTECH SL.;11,31
AIRE FIBRA NETWORK, SOCIEDAD LIMITADA.;29,33
THE TRAVELMATCHING COMPANY S.L.;15,62
BREAK-EVENT TECHNOLOGIES SL.;-14,12
THARSIS TEC SL.;11,57
INSTALACIONES ELECTRICAS SITO, SOCIEDAD LIMITADA.;-4,01
ALETIA SOLUCIONES IT SL.;52,55
SCHIJVENS GROUP SL.;12,56
TROPOSFERICA 2020 SL.;17,05
DATASTELIA S.L.;46,01
GRUPO EXTREPHONE TELECOMUNICACIONES SL.;20,86
KUMUBOX SL.;30,54
S-POWER ENERGIES SL.;-43,83
MANIPULATS G&M 2018 S.L.;-50,63
SPAYN & LATAM SERVICIOS DE PAGO SL.;68,88
TU VIDA, TUS NORMAS S.L.;-37,16
DYNAMEAT SMART REVENUE SL.;-26,21
VP DIGITAL SERVICES SL.;3,27
SIGARUS SMART INFLUENCE, S.L.;-39,79
GESTION DE VIAJES DENEB SL.;-0,64
THE REGEN ACADEMY SOCIEDAD LIMITADA.;45,97
RENTAL NINJA S.L.;-103,99
3DHEALTHAI SOCIEDAD LIMITADA.;-4,9
INVESTIGACION Y FORMACION STEAM SL.;13,49
PEPPERMINT CREATES SL.;58,94
WAYVOLUTION SL.;13,24
BIOSCORE SOSTENIBLE SOCIEDAD LIMITADA.;8,82
ALBAVOZ TELECOM SOCIEDAD LIMITADA.;7,39
HARMONIE DESIGN LABS SOCIEDAD LIMITADA.;45,19
VIKING LOGIC SL.;118,19
ALFA COMUNICACIONES Y CONTROL SL.;8,2
LAUBOR TECHNOLOGIES, S.L.;2,49
ESAUTOMOTION IBERICA S.L.;4,01
V-SOFT CLOUD & VIRTUAL SOLUTIONS SL.;34,47
GRAFICAS TANDEM SL.;12,88
PUNTORED INFORMATICA PROFESIONAL SL.;1,69
URBAN SHARE SL.;1.216,72
MAKING GOOD SOFTWARE S.L.;65,25
GARMO INSTRUMENTS SOCIEDAD LIMITADA.;-36,95
NAGESERRA SL;9,56
SANGRO MOBILE SL.;3,92
PARALLEL SOLUTIONS S.L.;-28,82
MODA VISTOSA SL.;2,02
GATACA LABS SL.;-58,58
SUMINISTROS ELECTRONICOS LOGA SOCIEDAD LIMITADA.;7,72
MEDBUYING TECHNOLOGIES GROUP SL.;0,05
SECOMELC CANARIAS, SOCIEDAD LIMITADA.;10,43
CSCORP GLOBAL CORPORATE SOLUTIONS SL.;32,75
BAIOT IBERICA SL.;25,52
LA TROUPE IMAGE LAB SL.;22,22
EMOCIONAL TECHNOLOGIES 22 SOCIEDAD LIMITADA.;9,59
BLUE BAMBOO STUDIO SL.;6,96
INGENIERIA CIVIL Y VOLADURAS SOCIEDAD LIMITADA.;25,15
SIMODAR TRAINING SOLUTIONS SOCIEDAD LIMITADA.;95,01
HCG INDUSTRIAL PROGRAMMERS SOLUTIONS S.L.;1,95
AIVADABIR SOCIEDAD LIMITADA.;1,49
MARKETEC360 PEF SOCIEDAD LIMITADA.;61,58
GARAJEDOCE SL.;52,61
CUAS VETERINARIA S.L.;66,14
AQUANEXO SOCIEDAD LIMITADA.;4,79
BASED ON FACTS S.L.;2,63
INGAUT IT & OT SOLUTIONS SL.;1,36
PROJECT SNOWBALL S.L.;37,09
ECOMUNDO IBERIC BRANCH S.L.;65,82
VELAMOS POR LOS DATOS SL.;8,47
QUANTUM MADS 2020 SOCIEDAD LIMITADA.;28,73
HV JOYEROS SOCIEDAD LIMITADA.;6,83
MA REPUTATION EN LIGNE PRODUCCIONES SL.;16,97
XANA TECHNOLOGIES SOCIEDAD LIMITADA.;15,08
OSANE CONSULTING, S.L.;7,23
CJC GLOBAL SERVICE SL.;15,28
YELLOWMIX SOCIEDAD LIMITADA.;-82,84
COOKDATA TECH SL.;4,13
SANDBOX BUSINESS CENTRAL SL.;12,76
ZETAVERSE SL.;22,03
NUVOO 21, SOCIEDAD DE RESPONSABILIDAD LIMITADA.;2,28
ESITEL SYSTEMS SL.;16,93
OUT OF OFFICE GAMES SL.;-9,74
TRANSPORT LIVE APLICACION INMEDIATA SL.;-0,03
NEXTRAINING GLOBAL SOCIEDAD LIMITADA.;7,7
SB GLOBAL INVESTMENTS SL.;26,91
BR7 ASSET MANAGEMENT, SOCIEDAD LIMITADA.;25,21
DIGITAL BAR SOLUTIONS SLL.;-2,54
BETICA DE SOLUCIONES TECNOLOGICAS SOCIEDAD LIMITADA.;51,19
SINGULARCHEF, SOCIEDAD LIMITADA.;-61,33
CAREDESK SOLUCIONES SL.;4,78
MAPSI PHOTONICS S.L.;-16,09
CONVI TELECONTROL S.L.;2,54
BONET INVESTMENT AND CONSULTING S.L.;129,7
VALERA & BARRERO SOCIEDAD LIMITADA.;-0,18
VIDEXT TECHNOLOGIES SL.;-32,79
LA GLORIA VEGANA S.L.;50,51
GLU TECHNOLOGIES S.L.;18,47
PALISIS SOFTWARE SL.;1,91
GEOVICTORIA SL.;22,29
BYRON LABS SL.;19,21
RUBIN & SHELF INITIATIVES SL.;25,56
DWHAI HUMAN KNOWLEDGE SL.;98,24
L.M.V. SOFTWARE FACTORY SL.;66,54
MAJOR TOM SL.;14,81
SGMAS SOFTWARE, SOCIEDAD LIMITADA.;16,74
ABOIM WORLD SOCIEDAD LIMITADA.;16,56
DILU CONSULTORES SOCIEDAD LIMITADA.;11,04
NANIMAD SL.;31,43
OFFBEAT PROJECTS SOCIEDAD LIMITADA.;48,73
GUNJA 786 S.L.;8,03
ZADESOFT CONSULTORIA TECNOLOGICA SL.;19,09
ADVISORY & TECH SL.;-26,5
INTEGRATED ELECTRONICS DEVELOPMENT SL.;18,25
VALDERAS CONSULTORES SOCIEDAD LIMITADA.;44,61
INAFAC SISTEMAS Y CIBERSEGURIDAD SL.;29,78
SEALAB SOLUTIONS SOCIEDAD LIMITADA.;22,01
IDAXA CONSULTING S.L.;22,38
PAKISPAÑA 2024 S.L.;-10,5
DX GLOSER SL.;27,12
SOLUTIA VALENCIA TECHNOLOGIES SOCIEDAD LIMITADA.;14,96
XANELA SERVICIOS INTEGRALES, S.L.;-21,18
ONLINEGAMA SERVICIOS SOCIEDAD LIMITADA.;11,32
DISTRIBUTIOAPP SOCIEDAD LIMITADA.;0,17
IN2AI INTELLIGENCE SL.;7,53
BOOR MOBILITY SL.;-3,72
THE DIGITAL DOCK SL.;31,52
FORMADIR SL.;27,59
ZUMALAB SL.;10,35
SMARTGROUP NARANJA SL.;119,47
WE AGILE YOU SOCIEDAD LIMITADA.;49,61
GESTION HOSTELERA ALBACETE SOCIEDAD LIMITADA.;-10,31
BRANDARMIES ESPAÑA SL.;3,48
REPOFARMA SOCIEDAD LIMITADA.;5,08
XYMBOT DIGITAL SOLUTIONS SL.;17,97
BOSS INFO IT SOLUTIONS SPAIN SL.;49,98
MERCADERLAB SL.;3,74
VEIGLER BUSINESS SCHOOL SL.;4,87
YOURBARREL S.L.;1,08
UNEPIC ENTERTAINMENT S.L.;29,7
NUNDU DESARROLLOS SLU;5,89
EFORM DATO, SOCIEDAD LIMITADA.;1,68
INGENIERIA-CONTROL LA MANCHA, SOCIEDAD LIMITADA.;3,22
MKPRO KOTLER SL.;19,17
GRUPO NEXUS ALICANTE SL.;-1,23
MAFRAMINET SOCIEDAD LIMITADA.;50,08
HELSING SPAIN S.L.;-1,05
ENDTOEND OUTSOURCING SL.;10,84
ELECTRICIDAD RODILIA SL.;2,06
ENART SYSTEMS S.L.;-3,46
MARKAL INTERIORS S.L.;56,5
KOMBU DATA SERVICES SL.;14,77
JULVEZ DIGITAL TECHNOLOGIES SL.;51,26
INSTITUTO EUROPEO DE FORMACION PROFESIONAL PARA EL EMPLEO SOCIEDAD LIMITADA.;4,87
REGISTRE COMUNICACIO GRAFICA S.L.;21,9
CONSULTORIA Y SERVICIOS DE INTELIGENCIA EMPRESARIAL, SOCIEDAD LIMITADA.;0,44
LA MACABRA ESTUDIO SOCIEDAD LIMITADA.;27,13
NFINITY CONTROL SL.;33,18
SERVICIOS INFORMATICOS BIDASOA SL;39,45
METLABS BLOCKCHAIN, S.L.;68,89
THINK PRODUCTIVITY NORTE SOCIEDAD LIMITADA.;9,8
ADEQUASYS ESPAÑA SL.;-66,04
DIGTECH SPAIN SL.;5,54
FLAMINGO FILMS S.L.;30,03
KUNG FU SOFTWARE SL.;39,59
TRACK-NOISE SL.;25,4
LOYALTY CARD SL.;6,22
EMPRESA DE BASE TECNOLOGICA INTERNACIONAL DE CANARIAS, SOCIEDAD LIMITADA.;-8,65
INMERSIA COMPUTERS S.L.;-7,25
ENHANCED COMMUNICATIONS SOCIEDAD LIMITADA.;-8,1
THECHAIN SISTEMAS DESCENTRALIZADOS, SOCIEDAD LIMITADA.;-50,75
ATRENTI ENERGY SL.;4,33
EFFORWAI DIGITAL TRANSFORMATION S.L.;2,03
MARTER 878 SL.;-36,18
MONEY NEVER SLEEPS SL.;74,19
CONSULTING Y RECURSOS FISCALES SL.;4,5
RGC SERVICIOS Y AUTOMATIZACION S.L.;76,09
EL RUSO ELECTRICIDAD SL.;22,78
LUSIFIBER S.L.;-78,68
DEMON DOG SL.;5,42
LAN PARTY GAMES SL.;31,58
ARATECH LIFESTYLE TECHNOLOGY SL.;49,76
GLOBAL DIGITAL SIGNAGE SOCIEDAD LIMITADA.;8,94
BOREAL TECHNOLOGY & INVESTMENTS SL.;0,62
DATADRON, SOCIEDAD LIMITADA.;6,5
PARKER CREATIVE AGENCY, SOCIEDAD LIMITADA.;23,56
AGUR CONSEIL SL.;-2,37
ABAQ ONLINE SERVICES S.L.;57,42
NBM OPERADOR DE TELECOMUNICACIONES SL.;43,2
MAGMA SOMOS S.L.;0,42
PATBLASC SOFTWARE CONSULTING SL.;43,76
DIGITALVAR SOCIEDAD LIMITADA.;51,77
SORIA RENOVABLES SL.;-0,73
PLEXIGRID SOCIEDAD LIMITADA.;-15,76
TRAKIO SOLUTIONS SL.;22,93
CRMPARTNERS IBERIA SL.;4,08
YEPCODE, S.L.;-15,7
PYME TECH ADVISER S.L.;9,84
INTECOM 1980 SOCIEDAD LIMITADA.;14,77
SMART SUPORT I MANTENIMENT INFORMATIC S.L.;13,12
DARCAR SOLUTIONS SL.;0,92
CONSULTORIA INTEGRAL GOVIWEBS SL.;8,96
STUDENTFY S.L.;14,27
ORIGINAL INTERNET SOCIEDAD LIMITADA.;14,25
DABMEDIA DIGITAL S.L.;24,61
BRANSTOM SOLUTIONS S.L.;8,36
PERITUS CIBERSEGURIDAD SOCIEDAD LIMITADA.;-6,38
LORUM SOFTWARE DEVELOPMENT S.L.;-35,88
AUDITECH SOLUCIONES TECNOLOGICAS SL.;15,74
DATOS Y DECISIONES SL.;22,91
KAIRA DIGITAL SL.;-0,08
EVENTS PRO GESTION 2021 SL.;56,38
FAIRVIEW INDOOR MEDIA S.L.;-120,74
A CONTRALUZ PRODUCTION SERVICES S.L.;33,34
VEHICULO DE INVERSION TECNOLOGICA S.L.;-41,93
ALONTIC INFORMATICA SL.;80,45
TIVIDAL HOME SL.;48,47
BANKINPLAY SL.;1,67
PHILOS INFORMATION TECHNOLOGY SOCIEDAD LIMITADA.;26,93
DIGITAL PRODUCTS DEVELOPMENT S.L.;39,71
TAGORO 1900 SL.;-54,44
DOMOBLOCK REAL ESTATE INVESTMENT SOCIEDAD LIMITADA.;4,9
INDEX DIGITAL GLOBAL SL.;35,8
DE LA HAZA GESTORES SOCIEDAD DE RESPONSABILIDAD LIMITADA.;15,3
JALEO MEDIA SL.;0,83
NOMAD MEDIA & ENTERTAINMENT SL.;89,11
WEDEVELOP SOFTWARE CONSULTING SL.;24,83
PAVIS ENGINEERING IBERICA SL.;17,22
OCCAM ENGINYERS SL.;8,69
BIOLED LIGHTING SL.;0,91
HISPANOAMERICANA DE EXPLOTACIONES E INVERSIONES SL.;6,47
MYPUBLICINBOX SL.;14,77
ONMI ENGINEERING TEAMS SL.;5,48
HPRINT 3D VICAD S.L.;14,09
TRES TECHIES S.L.;-37,61
LEDVISOR PANTALLAS LED SL.;11,99
XPECIALIZA CONSULTING SL.;85,24
NET CORE SYSTEMS DEVELOPMENT SL.;10,9
ENERGIA CRISMER INSTAL.LACIONS S.L.;-0,64
COMUNICANDO CONSULTORIA DE COMUNICACION SOCIEDAD LIMITADA.;43,22
ATMSERVICIOS INTERNET SOCIEDAD LIMITADA.;50,98
DEEPKI ESPAÑA SL.;-114,37
ARBENTOR DEVELOPMENT SOCIEDAD LIMITADA.;19,28
PSICONNEA B2B SL.;4,76
FENOMATCH SL.;6,2
VIDIV ARENA SOCIEDAD ANONIMA.;-15,81
DOOWEBS DEV SOCIEDAD LIMITADA.;21,8
EOLO PHARMA SL.;17,16
COPIA NUBE S.L.;11,43
SECURIZABLE CORREDORES DE SEGUROS SOCIEDAD LIMITADA.;44,49
VOSSMAN TECHMAKER SL.;25,67
FLIPFLOW DATA ANALYTICS SL.;-27,04
LUZ FRIO CALOR, SOCIEDAD LIMITADA.;50,48
CENEL EUROPE SL.;7,87
SOLISTEL SL.;41,25
INGENIUS DOMOTICA S.L.;19,49
BNEO FINTECH SOLUTIONS SL.;41,34
TRELIA DATA SOCIEDAD LIMITADA.;2,16
LA COSTA ESTRATEGIA & COMUNICACIO S.L.;8,23
GARLIC & WATERS DISEÑO Y COMUNICACION SL.;12,83
FRONTERA SURF SL.;24,53
GESTIONTICKETS.ONLINE SOCIEDAD LIMITADA.;6,47
CONTENT MONETIZATION TECHNOLOGY SL.;-29,37
CLOUD.GAL SL.;50,24
BUILDING AUTOMATION TEAM SL.;-31,55
COMUNICAME SERVICIOS TECNOLOGICOS SOCIEDAD LIMITADA.;24,33
SCOOLTIC CONSULTING SOCIEDAD LIMITADA.;1,37
LA EMBAJADORA DE WONDERLAND SOCIEDAD LIMITADA.;28,63
EOS SMART CONNECTIVITY S.L.;53,12
HUNO VISUAL IA SL.;48,1
PORT SOFTWARE SOLUTIONS SOCIEDAD LIMITADA.;-8,77
UNICORN INFORMATION SYSTEMS S.L.;-117,02
WEINSTALLYOU SL.;60
KUBYKA DIGITAL & BRAND SOCIEDAD LIMITADA.;-29,78
INSTALACIONES QUINDOS SOCIEDAD DE RESPONSABILIDAD LIMITADA.;33,55
NEURIT SL.;5,9
VERACES CONSULTING SL.;29,93
AEONIAN PR & CONSULTING SL.;16,41
WINSHADE TECH SOCIEDAD LIMITADA.;23,05
SONOVA SOCIEDADE COOP GALEGA;6,37
WAVE8 MOVEMENT SL.;-71,07
MIPC MARTOS SOCIEDAD LIMITADA.;5,51
CURCUMA DIGITAL, SOCIEDAD LIMITADA.;36,61
EVERGREEN GLOBAL SL.;24,69
AHEAD PRODUCT S.L.;46,33
SMART ENVIRONMENT MANAGEMENT SOCIEDAD LIMITADA.;13,14
HOH HEALTH SL.;-15,22
ADVANCED&SMART INDUSTRIAL MACHINERY SOCIEDAD LIMITADA.;24,64
MECALEKTRO MT SL.;0,77
THE DOOG LIFE PLANET SL.;44,07
BYFITEL COMUNICACIONES S.L.;-77,74
UTTOPION SL.;-3,37
Q-DOS EQUIPAMIENTOS SL.;19,6
NEXT LEVEL GAMING SOCIEDAD LIMITADA.;84,11
INSGALECIA SL.;-3,86
BOLD DIGITAL COMMS, SOCIEDAD LIMITADA.;-18,24
HEARTCODED SL.;2,78
INSTALACIONES JOVI MULTISERVICIOS SL.;6,03
PEERSYST TECHNOLOGY S.L.;15,48
DREAM BIGGER STUDIO SL.;51,1
FUJIAN CARGAS Y DESCARGAS SL.;35,16
DIGIDISA SL.;0,15
PROVENCIO & VIAS SL.;81,7
CLARODAMA SL.;68,79
CONNECH TECH CONSULTING S.L.;-92,4
BLUMGOGO SOCIEDAD LIMITADA.;66,39
ACCELERATION ROBOTICS, SOCIEDAD LIMITADA.;-7,59
THE OMMNIO COMMUNICATIONS S.L.;43,65
KUFLOW SL.;-31,77
COPISERVEI CASTELLO 2014 SOCIEDAD LIMITADA.;4,34
CANAL INTRO SL.;3,36
MUSHDESK SL.;76,56
TABULACION SOCIEDAD LIMITADA.;15,25
INSTALL FIBRA PLUS SL.;12,28
EXTENSIO4 SOCIEDAD LIMITADA.;66,53
CONUNCLIC SERVICIOS INFORMATICOS S.L.;3,65
CYPRESS TECHNOLOGIES SL.;3,69
COMPETIZE SOLUTIONS S.L.;19,49
SCIBIDS TECHNOLOGY SPAIN SL.;3,86
SINGULAR TOOLS S.L.;95,66
SWIPOO S.L.;-7,96
J&J DIGITAL CONTENT SL.;10,69
TEKNIA XPANDER SL.;-180,21
THE MEDCOACH COMPANY SL.;55,23
ATENCION PERSONALIZADA EN COMUNICACIONES SL.;43,01
UBICUOS DISEÑO E INGENIERIA SL.;11,2
PUNTOCOMPUTER INFORMATICA SL.;5,95
GARENER SAGUNT-PORT SOCIEDAD LIMITADA.;-16,13
N CORPORATE INNOVATION SL.;10,48
METRIX MONITORIZACION INTEGRAL SL.;-2,31
BCAST CONSULTING AND TECHNOLOGIES SL;12,36
LIP GO CONSULTING S.L.;69,1
PIBICO COMPAÑIA DE INTELIGENCIA DE NEGOCIO Y CONTROL SOCIEDAD LIMITADA.;6,73
SIGMA DIGITAL SL.;6,25
ONUTECH SOLUCIONES INFORMATICAS SL.;20,45
ELITEWIMAX INTERNET SOCIEDAD LIMITADA.;-1,7
EVERYMATRIX SPAIN SL.;-65,27
LGMAR PREMIUM CONSULTORES SOCIEDAD LIMITADA.;22,01
UBIKO ADVANCED SPORTS ANALYTICS SL.;13,86
DATA VALUE MANAGEMENT, SOCIEDAD LIMITADA.;30,2
FIBRATEC 2020 S.L.;11,06
DENTAL DATA SOCIEDAD LIMITADA.;-4,71
INDEEP ARTIFICIAL INTELLIGENCE, SOCIEDAD LIMITADA.;-145,36
MAYTECH CONSULTING SOCIEDAD LIMITADA.;96,69
VIRTUAL EDUCA GLOBAL SOCIEDAD LIMITADA.;93,88
LA NEURONA CULTURAL S.L.;3,38
TEICOM SOLUCIONES TECNOLOGICAS, S.L.;-32,04
PLAY SEO MARKETING SL.;23,65
VIVLA LIFESTYLE SL.;-43,96
XTREME ARTIFICIAL INTELLIGENCE SOCIEDAD LIMITADA.;-73,64
FLOWONRAILS SL.;97,19
DIGITAL SUMUS SL.;0,08
GRABIT RETAIL SOCIEDAD LIMITADA.;-11,15
OBERONX SOLUTIONS SL.;-0,23
CLOUDEUS SOCIEDAD LIMITADA.;10,37
DISTRITELMUR SL.;-12,08
NEXTMOVIL SL.;-59,12
SMALL DEVELOPMENT SL.;2
KABIK GRAPHIC SERVICE S.L.;5,85
SWINTFAIR S.L.;27,8
CARMOPARRA HOGAR S.L.;4,97
ALBORAN TECNOLOGIA MARITIMA SOCIEDAD LIMITADA.;0,05
GENESY SALES SOLUTIONS S.L.;-10,41
CONSULTORIA L'ERA S.L.;3,04
SERVICE NEXT AUTOMOTIVE TECHNOLOGY S.L.;1,99
NIMAVAJO, PRODUCCIONES COMERCIALES SL.;13,22
TRIUM RETAIL S.L.;2,79
RENTINER DIGITAL MOTORS SOCIEDAD LIMITADA.;12,3
AGUALYTICS TECNOLOGIA DEL AGUA SOCIEDAD LIMITADA.;104,48
HASHTING IBERIA SL.;-10,62
BUDAFOX SL.;38,39
PUBLIROTULOS LEVANTE 2002 SOCIEDAD LIMITADA.;40,78
ASESORAMIENTO Y SERVICIOS DE DRONES SOCIEDAD LIMITADA.;7,18
ORIZO PROJECT MANAGEMENT S.L.;2,73
SMILE & ON FIRE COMUNICACION SOCIEDAD LIMITADA.;23,38
IDDEASS BUSINESS ANALYTICS SL.;15,74
ADANOVA SOLUCIONES SOCIEDAD LIMITADA.;2,99
INTEGRAL DE ALIMENTACION EUROPA SL.;7,09
LIVEMEDIA INTERNATIONAL IBERICA SL.;37,31
SOLUCIONES DIGITALES OASIS SOCIEDAD LIMITADA.;1,21
ITANA ONLINE SL;3,89
VIGANDAS N54 SOCIEDAD LIMITADA.;19,22
MARCER GAMES SL.;42,41
INTERPRISE EXPRESS 2021 S.L.;18,76
ROI UP GALICIA, S.L.;-12,18
NYXELLAPP SOCIEDAD LIMITADA.;4,17
BARRANCA TRAVEL SPAIN SL.;9,11
NAVARGI ELECTRICIDAD SL.;3,7
RED FOX ENGINEERING, SOCIEDAD LIMITADA.;13,45
MOEM CONNECT CONSULTING S.L.;64,23
INTELLIGENT SCREEN SERVICES SL.;4,1
LUCCA SOFTWARE IBERIA SL.;-363,7
CLANTIC CONSULTORIA INFORMATICA SOCIEDAD LIMITADA.;20,51
LINK3R TECNOLOGIA Y SOLUCIONES SL.;4,75
UFIRST GROUP SPAIN SOCIEDAD LIMITADA.;1,18
ACK SOFTWARE PARA LA TRANSFORMACION DIGITAL SOCIEDAD LIMITADA.;3,65
PROYECTOS DE COCINAS Y ARMARIOS KOCITEC SOCIEDAD LIMITADA.;2,73
ZM PROTECCION DE DATOS S.L.;24,84
AZMO SOLUCIONES MECANIZADAS SL.;-9,6
NEXO PROFESSIONAL COMMUNITY SL.;-5,77
BYTEK SMART SOLUTIONS SOCIEDAD LIMITADA.;12,2
NON AGE STATEMENT, SOCIEDAD LIMITADA.;31,58
FUNCIONS D'INVERSIO SOCIEDAD LIMITADA.;-7,66
TICANDBOT TECNOLOGIA EDUCATIVA Y SERVICIOS INFORMATICOS SOCIEDAD LIMITADA.;17,13
LUME MANSO SOCIEDAD LIMITADA.;-12,48
SOY TU GESTOR S.COOP. ESPECIAL;58,27
NAVIS MEDIA SMART SOCIEDAD LIMITADA.;8,58
TADIA AI SL.;14,14
TOPTAIDO SL.;79,3
ISOSTOPY SL.;8,06
GRUPO ASESORIA INTELIGENTE GITECH SOCIEDAD LIMITADA.;4,82
BITEGARDEN SOLUTIONS SOCIEDAD LIMITADA.;77,39
SIETECH SISTEMAS INTEGRALES SL.;-2,03
TILDE SOFTWARE SL.;35,42
DIGITAL VISION TECH SL.;1,67
CYBER HUNTER GROUP SL.;56,24
BRONZE TECHNOLOGIES S.L.;-3,78
RUGGEROS HOUSES SL.;2,6
U4I TALENT AND INNOVATION TECHNOLOGIES SL.;2,68
HOLLA CREATIVE SL.;15,55
MARKETING MEDICO Y SANITARIO SL.;22,83
ANDY ROBINSON TECHNOLOGY SL.;31,48
TELECOMUNICACIONES VJN SL.;-50,83
IRON BRIDGE SOFTWARE SOCIEDAD LIMITADA.;92,48
EVVANT TECHNOLOGIES SL.;18,9
NOMU LABS SL.;21,88
BITLIFE TECH & CYBER SL.;49,28
DLTCODE S.L.;-9,21
MONTGO OUTSOURCING SL.;45,59
BIGDATABP SOLUCIONES EMPRESARIALES SL.;13,12
ACTIVA LA TEVA ASSESSORIA S.L.;11,82
RISK4ALL SL.;37,65
UWARE ROBOTICS SL.;39,53
YOUFORGET.ME SOCIEDAD LIMITADA.;-18,36
RESPUESTA A LABORATORIO S.L.;4,51
COSMAT COMPUTER SOCIEDAD LIMITADA.;70,67
NEOPHONE TECHNOLOGY SL.;-38,84
ASYSVER INGENIERIA Y PROYECTOS SOCIEDAD LIMITADA.;29,56
BLACKGREEN STUDIO SL.;14,97
GOALPE PROFESSIONALS SL.;22,02
SOPHIASPORTS LAB SOCIEDAD LIMITADA.;20,57
FISIFY TECHNOLOGY SL.;-34,63
EASYMODE CONCEPT SL.;6,34
GESTOR FIS 3 SL.;52,82
XAL DIGITAL IBERIA SL.;19,96
BERMUDA CREATIVE SL.;20,38
DEPORLOVERS SOCIEDAD LIMITADA.;8,29
DIGITAL CLOUD SL.;95,63
MONKINET GROUP SL.;-15,79
IAN VINEST CLUB SOCIEDAD LIMITADA.;11,6
3 R TECNOLOGIES MADRID SL.;7,97
FORMACOMER GADICOM SOCIEDAD LIMITADA.;2,63
BRUNNEIS PARTNERS SL.;19,34
QUALTY LOGISTICS SOLUTIONS SL.;25,86
